% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
1.31623,1.25682,3483,2010.0,,3880,785.0,500,10658,2018,848016
1.37444,1.37097,3930,2292.0,,4484,816.0,514,12036,2027,877917
1.46781,1.42956,4045,2354.0,,4642,930.0,531,12502,2028,874537
1.5834,1.53588,4434,2511.0,,5062,953.0,538,13498,2017,878845
1.60253,1.60267,4643,2716.0,,5000,990.0,578,13927,2054,868987
1.72344,1.73267,4835,3088.0,,5579,1083.0,583,15168,2012,875411
2.11076,2.09858,4937,3027.0,,4313,1059.0,639,13975,2042,665926
2.1708,2.21374,5549,4375.0,,6579,1552.0,865,18920,2055,854664
2.36971,2.41674,5501,4458.0,,7046,1591.0,802,19398,2054,802651
3.15997,3.03071,6555,6525.0,,8406,2272.0,939,24697,2009,814891
4.59053,4.38724,7814,7499.0,,7485,2874.0,1316,26988,2007,615148
4.28195,4.2112,7488,9135.0,,6726,3555.0,1750,28654,2033,680424
3.56288,3.46492,6233,8846.0,,7881,3565.0,1622,28147,2059,812343
3.36378,3.31698,6007,8091.0,,9517,3149.0,1606,28370,2049,855297
3.39659,3.2407,5878,6818.0,,8858,2616.0,1332,25502,2062,786928
3.11922,2.88598,5133,6031.0,,8714,2403.0,1203,23484,2051,813726
2.83572,2.62172,4729,5278.0,,7711,2242.0,1125,21085,2051,804244
2.48484,2.34067,4210,4470.0,,6717,1829.0,969,18195,2018,777340
2.2741,2.12059,4250,4306.0,,6121,1684.0,873,17234,2025,812700
2.07244,1.91094,3953,3691.0,,5875,1505.0,890,15914,1978,832786
1.98207,1.9023,3775,3472.0,,5575,1430.0,792,15044,1944,790831
1.82441,1.76619,3616,3210.0,,5022,1360.0,816,14024,1904,794024
1.82036,1.85791,3798,3285.0,,5611,1422.0,810,14926,1922,803374
1.75391,1.82094,3523,3256.0,,5812,1298.0,772,14661,1887,805133
1.74542,1.83453,3582,3153.0,,5659,1436.0,807,14637,1866,797863
1.67236,1.75446,3574,2943.0,,5587,1316.0,786,14206,1845,809707
1.51659,1.51636,3130,2516.0,,4279,1088.0,710,11723,1810,773101
1.44778,1.40334,2846,2504.0,,3770,1036.0,658,10814,1771,770592
1.29028,1.2593,2501,2084.0,,3591,913.0,559,9648,1746,766139
1.37388,1.32482,2789,2009.0,,3615,834.0,528,9775,1714,737834
1.34208,1.27576,2544,1876.0,,3256,825.0,532,9033,1660,708049
1.34563,1.29483,2733,1742.0,,3068,771.0,483,8797,1570,679395
1.21291,1.2261,2528,1542.0,,2459,625.0,504,7658,1554,624582
1.19291,1.14538,2383,1492.0,,2349,607.0,398,7229,1461,631143
1.14146,1.0678,2227,1413.0,,2181,561.0,401,6783,1461,635233
1.06503,1.07269,2159,1285.0,,2009,528.0,388,6369,1392,593740
1.12669,1.01298,2049,1235.0,,1917,509.0,328,6038,1411,596063
0.947353,0.994705,1865,1075.0,,1688,416.0,308,5352,1388,538049
0.944187,0.880862,1758,1122.0,,1623,441.0,351,5295,1394,601116
0.934822,0.858173,1582,1116.0,,1621,403.0,361,5083,1376,592305
0.81736,0.805152,1455,1128.0,,1450,398.0,334,4765,1372,591814
0.852792,0.818781,1450,1094.0,,1655,417.0,326,4942,1378,603580
0.746994,0.783735,1460,1074.0,,1528,409.0,273,4744,1382,605307
0.761098,0.848703,1528,1107.0,,1631,403.0,311,4980,1369,586778
0.767627,0.834146,1569,1196.0,,1813,412.0,315,5305,1371,635980
0.862176,0.905981,1684,1223.0,,2184,401.0,307,5799,1353,640080
0.984907,1.04506,1753,1284.0,,2258,453.0,302,6050,1352,578913
1.16287,1.16816,2300,1550.0,,3316,568.0,396,8130,1401,695966
1.22731,1.27649,2535,1705.0,,3650,605.0,393,8888,1405,696282
1.2071,1.29758,2522,1820.0,,3447,657.0,428,8874,1407,683887
1.16191,1.20612,2958,1959.0,,3994,712.0,527,10150,1937,841540
1.30905,1.32485,3055,2116.0,,4437,821.0,548,10977,1960,828544
1.37072,1.41192,3442,2321.0,,4728,870.0,580,11941,2000,845727
1.43373,1.42547,3455,2459.0,,4955,892.0,531,12292,2008,862314
1.42791,1.43909,3632,2242.0,,5102,807.0,530,12313,2053,855608
1.61605,1.61532,4277,2349.0,,5799,863.0,565,13853,2058,857601
1.65976,1.66473,4424,2323.0,,5816,911.0,588,14062,1997,844700
2.05459,2.0058,4740,2921.0,,7322,1049.0,642,16674,2058,831289
2.53541,2.62227,5432,3277.0,,6848,1165.0,880,17602,2067,671251
2.54253,2.60749,6185,4623.0,,9106,1767.0,1224,22905,2097,878430
3.60563,3.4178,7424,5287.0,,13050,1970.0,1441,29172,2069,853532
4.90976,4.46555,9270,6920.0,,16418,2671.0,2103,37382,2016,837119
5.98221,6.11497,10363,8982.0,,13951,3718.0,3519,40533,1984,662849
5.47421,5.30979,9732,9348.0,,9406,4288.0,4117,36891,1983,694773
4.21374,4.07898,7160,8072.0,,9589,3614.0,3048,31483,1958,771835
4.21022,3.93762,7044,6946.0,,11966,2909.0,2339,31204,1971,792459
4.25968,4.15076,7840,6451.0,,13949,2951.0,2030,33221,1966,800359
3.97761,3.87899,7118,5844.0,,13159,2585.0,1915,30621,1955,789407
3.63443,3.45794,6656,5380.0,,12093,2368.0,1654,28151,1950,814097
3.26527,3.06359,6429,4884.0,,10328,2072.0,1505,25218,1917,823153
2.93083,2.82646,5537,4295.0,,8164,1842.0,1271,21109,1907,746836
2.54474,2.3599,4823,4061.0,,7280,1765.0,1249,19178,1934,812660
2.47227,2.33472,4639,3914.0,,7116,1696.0,1076,18441,1912,789858
2.35665,2.21286,4710,3654.0,,6748,1654.0,1067,17833,1907,805881
2.17008,2.07619,4559,3482.0,,6084,1573.0,997,16695,1883,804117
2.04297,2.01267,4418,3284.0,,6003,1486.0,931,16122,1848,801027
1.954,1.94192,4174,2968.0,,5623,1321.0,889,14975,1819,771143
1.72287,1.74809,3903,2931.0,,4634,1387.0,878,13733,1820,785602
1.53694,1.50367,3448,2448.0,,4214,1160.0,774,12044,1813,800974
1.38283,1.43494,3182,2052.0,,4011,975.0,640,10860,1768,756827
1.46265,1.45673,3203,2122.0,,4280,888.0,602,11095,1753,761638
1.38934,1.42836,3106,2074.0,,4079,846.0,589,10694,1735,748690
1.3468,1.35297,2805,1810.0,,3641,813.0,602,9671,1688,714799
1.25452,1.33093,2754,1768.0,,3296,736.0,470,9024,1622,678023
1.21636,1.28422,2593,1461.0,,2714,652.0,493,7913,1579,616171
1.16734,1.13889,2211,1334.0,,2345,594.0,462,6946,1505,609891
1.04654,1.10343,2109,1320.0,,2284,575.0,456,6744,1455,611184
0.943661,0.970748,1734,1167.0,,2046,495.0,408,5850,1459,602628
0.935046,0.998681,1897,1170.0,,1921,496.0,429,5913,1445,592081
0.934726,0.978057,1678,1043.0,,1701,430.0,380,5232,1417,534938
0.864118,0.866431,1546,1081.0,,1675,443.0,371,5116,1428,590468
0.806535,0.827757,1487,1028.0,,1609,405.0,341,4870,1411,588337
0.742747,0.797572,1383,1011.0,,1498,413.0,321,4626,1401,580010
0.737859,0.811221,1415,999.0,,1459,432.0,300,4605,1352,567663
0.743224,0.821165,1392,1026.0,,1590,420.0,325,4753,1364,578812
0.805251,0.819435,1330,1062.0,,1667,400.0,291,4750,1340,579668
0.816943,0.848041,1429,1134.0,,1815,436.0,359,5173,1356,609994
0.814518,0.888524,1687,1151.0,,2033,423.0,354,5648,1362,635661
0.86067,0.962826,1636,1230.0,,2292,481.0,324,5963,1354,619323
0.886704,1.02252,1714,1297.0,,2169,461.0,329,5970,1349,583853
1.00845,1.08392,1993,1392.0,,2744,536.0,397,7062,1369,651524
1.06625,1.17724,2178,1520.0,,2947,627.0,432,7704,1367,654414
1.05995,1.1716,2170,1654.0,,2746,652.0,404,7626,1332,650904
1.22559,1.24325,2849,2015.0,,3693,871.0,621,10049,1963,808287
1.31066,1.3234,3016,2102.0,,4007,912.0,678,10715,1976,809660
1.3711,1.40399,3263,2357.0,,4360,951.0,653,11584,1995,825079
1.39171,1.37629,3141,2254.0,,4148,927.0,694,11164,1999,811165
1.43712,1.46866,3563,2450.0,,4783,935.0,692,12423,2048,845875
1.50165,1.533,3746,2517.0,,4725,943.0,745,12676,2028,826877
1.59805,1.60841,3960,2656.0,,5076,1026.0,766,13484,2023,838344
1.89668,1.90047,3974,2427.0,,4073,981.0,703,12158,2000,639738
1.67728,1.73645,4469,3011.0,,5076,1232.0,829,14617,2040,841777
1.78296,1.81945,4575,2902.0,,5384,1252.0,873,14986,2020,823657
1.87336,1.96571,5135,2963.0,,5105,1250.0,943,15396,2000,783227
2.32148,2.42021,5377,2876.0,,4317,1256.0,1013,14839,1978,613128
2.40991,2.41083,5700,3264.0,,4011,1524.0,1180,15679,1949,650356
1.94328,1.98859,4775,3597.0,,4494,1631.0,1157,15654,2004,787192
1.99796,1.98985,4574,3180.0,,5362,1380.0,1021,15517,2005,779809
2.11829,2.1071,4804,3226.0,,5380,1297.0,954,15661,2008,743249
2.25112,2.19256,5088,3615.0,,6882,1551.0,1007,18143,2026,827482
2.37116,2.30014,5135,3759.0,,7353,1625.0,1072,18944,2007,823602
2.80035,2.67574,5645,4600.0,,8434,1916.0,1179,21774,2000,813755
3.16475,3.02427,5997,5642.0,,9325,2347.0,1370,24681,1993,816098
3.15183,3.11328,6299,6001.0,,10127,2606.0,1390,26423,1956,848718
3.3321,3.32788,6619,6395.0,,11415,2599.0,1440,28468,1952,855439
3.56024,3.5918,6660,7358.0,,11856,2977.0,1630,30481,1922,848628
3.05479,3.09262,5574,6026.0,,9334,2489.0,1471,24894,1898,804948
2.76732,2.78803,5187,4982.0,,8489,2000.0,1282,21940,1900,786936
2.44161,2.52371,4581,4476.0,,7392,1953.0,1201,19603,1832,776752
2.03348,2.12928,3707,3869.0,,6403,1660.0,1130,16769,1813,787543
1.98593,2.05142,3572,3530.0,,6595,1533.0,1031,16261,1805,792672
1.91514,1.98957,3515,3247.0,,6357,1373.0,945,15437,1774,775895
1.69968,1.7858,3157,2986.0,,5557,1235.0,901,13836,1759,774777
1.57635,1.60144,2772,2586.0,,4729,1037.0,746,11870,1742,741210
1.3935,1.4743,2871,2276.0,,4046,849.0,665,10707,1690,726244
1.29941,1.42286,2688,1998.0,,3630,839.0,643,9798,1626,688612
1.18379,1.38196,2612,1714.0,,3126,717.0,618,8787,1439,635835
1.13723,1.33712,2545,1637.0,,2620,663.0,532,7997,1482,598077
1.04118,1.13894,2293,1460.0,,2313,617.0,518,7201,1446,632252
0.971814,1.09641,2189,1354.0,,2171,588.0,466,6768,1440,617287
0.863306,0.999559,2062,1178.0,,1905,493.0,386,6024,1402,602666
0.833797,0.99095,1873,1146.0,,1810,473.0,384,5686,1382,573793
0.784516,0.931253,1646,985.0,,1641,463.0,383,5118,1379,549582
0.734327,0.843118,1610,1064.0,,1599,422.0,383,5078,1392,602288
0.698845,0.840286,1670,994.0,,1621,384.0,375,5044,1388,600272
0.723099,0.830065,1580,1036.0,,1624,362.0,323,4925,1393,593327
0.663501,0.790428,1455,971.0,,1496,359.0,315,4596,1360,581457
0.69276,0.830826,1512,1016.0,,1639,382.0,319,4868,1329,585923
0.710029,0.856796,1644,1028.0,,1914,373.0,306,5265,1345,614499
0.834232,1.00746,1848,1234.0,,2364,465.0,349,6260,1356,621362
0.992621,1.05868,1815,1242.0,,2651,455.0,341,6504,1354,614349
1.01605,1.10028,1883,1284.0,,2604,471.0,381,6623,1347,601938
1.07169,1.1457,2026,1509.0,,3073,579.0,452,7639,1365,666755
1.10163,1.2189,2341,1539.0,,3298,613.0,438,8229,1363,675119
1.18841,1.31113,2413,1645.0,,3334,630.0,483,8505,1389,648678
1.2019,1.27386,3110,2114.0,,4169,828.0,643,10864,1946,852842
1.23108,1.29342,3207,2155.0,,4078,879.0,678,10997,1973,850228
1.26796,1.33097,3564,2234.0,,4452,981.0,695,11926,1983,896035
1.36298,1.42662,3786,2406.0,,4769,987.0,700,12648,2006,886570
1.48535,1.57071,4314,2444.0,,5287,1030.0,715,13790,1999,877947
1.55954,1.65146,4703,2549.0,,5193,1055.0,758,14258,1990,863356
1.64783,1.73309,4979,2659.0,,5610,1083.0,829,15160,2000,874739
1.91275,2.03388,5032,2634.0,,4567,1108.0,867,14208,2011,698566
1.81725,1.88331,5209,3326.0,,5655,1359.0,1056,16605,2001,881694
1.91433,2.00292,5501,3188.0,,5812,1413.0,1047,16961,2013,846813
2.21003,2.27731,5744,3491.0,,6724,1485.0,1019,18463,2000,810736
2.73568,2.91465,6653,4099.0,,7469,1923.0,1421,21565,1977,739882
3.36832,3.54919,7712,5247.0,,7144,2652.0,2145,24900,1928,701569
3.09689,3.08102,6716,5673.0,,6786,2773.0,2230,24178,2024,784740
3.07346,3.01875,6020,5313.0,,8843,2639.0,2082,24897,1997,824746
3.51643,3.40446,6399,5588.0,,12147,2717.0,1930,28781,2029,845391
3.8027,3.52869,6958,5788.0,,14073,2623.0,1823,31265,2021,886023
4.50313,4.10665,7452,6522.0,,17482,2968.0,2093,36517,2024,889216
5.06308,4.7551,8110,8235.0,,20150,3749.0,2646,42890,2027,901978
4.86009,4.65163,7726,8328.0,,18692,3652.0,2637,41035,1967,882163
4.57916,4.57049,7649,8560.0,,17300,3807.0,2808,40124,1987,877892
3.55674,3.45522,6129,6496.0,,12394,2983.0,2181,30183,1995,873547
3.50417,3.29505,5854,5970.0,,11552,2766.0,1918,28060,1971,851580
3.21511,3.16426,5503,5535.0,,10084,2582.0,1780,25484,1958,805370
3.10088,3.14433,5514,5858.0,,11503,2641.0,1838,27354,1940,869946
2.79056,2.87936,5145,5070.0,,10149,2354.0,1624,24342,1899,845397
2.38547,2.36977,4488,3918.0,,8178,1760.0,1333,19677,1906,830332
1.9703,1.93853,3909,3151.0,,5847,1470.0,1171,15548,1861,802052
1.73442,1.64064,3306,2766.0,,4683,1258.0,993,13006,1845,792740
1.56303,1.4752,2997,2391.0,,4497,1111.0,928,11924,1846,808298
1.4128,1.37755,2890,2039.0,,4105,1011.0,717,10762,1795,781240
1.27492,1.33771,2751,2037.0,,3831,862.0,721,10202,1767,762648
1.2834,1.34686,2685,2011.0,,3518,886.0,709,9809,1746,728288
1.16663,1.26579,2341,1745.0,,3060,771.0,647,8564,1614,676574
1.10977,1.25701,2311,1577.0,,2575,710.0,583,7756,1569,617021
1.04333,1.16048,2412,1459.0,,2377,671.0,591,7510,1493,647145
0.905151,1.04834,2049,1346.0,,2099,595.0,547,6636,1470,633003
0.902718,0.992711,1930,1282.0,,1971,559.0,498,6240,1469,628582
0.859531,0.961603,1771,1121.0,,1748,489.0,467,5596,1422,581945
0.818998,0.955818,1728,1111.0,,1564,505.0,418,5326,1456,557219
0.752505,0.827597,1545,1004.0,,1578,462.0,372,4961,1405,599446
0.731146,0.811886,1549,908.0,,1421,450.0,419,4747,1384,584688
0.733295,0.818527,1576,953.0,,1515,459.0,376,4879,1377,596071
0.73102,0.829758,1529,1037.0,,1485,415.0,433,4899,1390,590413
0.68834,0.828503,1559,1044.0,,1481,441.0,390,4915,1386,593239
0.732049,0.885896,1603,1097.0,,1691,427.0,412,5230,1350,590363
0.911188,1.05351,1964,1256.0,,2549,473.0,411,6653,1379,631507
1.02105,1.11768,2076,1302.0,,2726,526.0,503,7133,1370,638196
1.09495,1.14028,2073,1369.0,,2488,587.0,555,7072,1384,620201
1.09475,1.13326,2372,1656.0,,2942,706.0,628,8304,1485,732755
1.09775,1.17589,2544,1625.0,,3075,664.0,655,8563,1484,728214
1.18882,1.23848,2840,1652.0,,3201,746.0,640,9079,1468,733077
1.26589,1.2802,7698,4976.0,,9112,2142.0,1750,25678,4440,2005784
1.30479,1.33123,8236,5352.0,,8906,2146.0,1894,26534,4490,1993190
1.34075,1.40786,8816,5610.0,,9986,2278.0,1948,28638,4532,2034152
1.51674,1.5722,10012,5844.0,,11062,2648.0,2098,31664,4532,2013996
1.74583,1.70326,10438,6578.0,,12268,2730.0,2124,34138,4444,2004280
1.88708,1.86636,12252,7218.0,,13342,3044.0,2258,38114,4576,2042158
2.05923,2.07647,13760,8486.0,,15154,3610.0,2774,43784,4592,2108580
2.27971,2.33593,13890,7688.0,,11750,3414.0,2890,39632,4542,1696628
2.28379,2.24637,14016,10470.0,,14948,4412.0,3658,47504,4558,2114700
2.58278,2.49504,14458,10092.0,,16976,4670.0,3714,49910,4544,2000366
3.36558,3.2005,16570,13342.0,,22518,5910.0,4664,63004,4524,1968566
4.73117,4.43807,20894,19712.0,,28332,9160.0,7466,85564,4422,1927956
5.70943,5.46361,22670,23014.0,,23080,11508.0,10238,90510,4264,1656598
5.74658,5.35765,18820,26766.0,,23434,13742.0,11776,94538,4486,1764542
5.89207,5.52437,20106,30760.0,,34714,15544.0,12398,113522,4514,2054932
6.51759,6.34528,23994,32024.0,,43794,15138.0,11122,126072,4572,1986862
7.16338,7.01811,26816,36634.0,,61250,17822.0,12130,154652,4576,2203614
7.52133,7.7809,29688,38172.0,,74400,17830.0,11880,171970,4550,2210156
7.38748,7.76939,30384,39054.0,,77212,17252.0,11748,175650,4598,2260794
6.44688,6.81176,26730,34406.0,,64248,16158.0,10878,152420,4454,2237600
4.95881,5.15749,20308,24874.0,,40900,11610.0,8358,106050,4544,2056232
3.68612,3.55945,14416,16970.0,,26784,8208.0,5750,72128,4416,2026382
3.18626,3.00518,12736,12970.0,,21700,6276.0,4584,58266,4428,1938854
2.76894,2.73038,11176,11856.0,,18936,5644.0,4264,51876,4402,1899956
2.48706,2.47768,10446,10816.0,,17280,5126.0,3942,47610,4360,1921558
2.40802,2.36314,9442,9440.0,,14428,4590.0,3486,41386,4288,1751316
2.07483,2.03139,9106,8918.0,,12436,4306.0,3382,38148,4254,1877926
1.77898,1.80376,8290,7498.0,,11010,3636.0,2894,33328,4172,1847696
1.61487,1.58696,7712,6428.0,,10538,2854.0,2206,29738,4224,1873900
1.5385,1.53801,7446,6052.0,,10672,2742.0,2192,29104,4176,1892320
1.52612,1.44974,7316,5208.0,,9630,2434.0,1994,26582,4036,1833566
1.28847,1.27729,6888,4410.0,,8266,1870.0,1804,23238,3866,1819322
1.18344,1.22051,6718,4478.0,,7528,1810.0,1598,22132,3954,1813336
1.24919,1.23235,6770,4164.0,,6858,1768.0,1732,21292,3792,1727758
1.14131,1.223,6440,3644.0,,5974,1692.0,1466,19216,3604,1571212
0.9878,1.0473,5694,3676.0,,5104,1604.0,1308,17386,3596,1660080
0.895565,0.978113,4750,3192.0,,4490,1398.0,1316,15146,3506,1548492
0.892204,0.947548,4624,3108.0,,4324,1458.0,1232,14746,3546,1556228
0.877184,0.867554,4412,3060.0,,3832,1338.0,1252,13894,3472,1601514
0.780203,0.82328,4018,2598.0,,3724,1078.0,1098,12516,3560,1520260
0.725075,0.771497,3886,2886.0,,3802,1254.0,1174,13002,3570,1685294
0.68247,0.706819,3482,2580.0,,3440,1132.0,938,11572,3496,1637194
0.640393,0.685155,3330,2404.0,,3286,1048.0,926,10994,3482,1604600
0.639127,0.687351,3236,2492.0,,3538,1050.0,908,11224,3448,1632936
0.705637,0.735733,3452,2668.0,,3568,1082.0,952,11722,3380,1593242
0.707801,0.806048,3972,2774.0,,4340,1032.0,956,13074,3450,1621988
0.822659,0.944013,4478,2984.0,,4936,1218.0,1030,14646,3220,1551462
0.859864,0.960101,4890,3276.0,,5660,1312.0,1084,16222,3362,1689614
1.10083,1.14128,5628,3970.0,,6686,1534.0,1242,19060,3420,1670054
1.15323,1.14784,5546,4224.0,,7320,1658.0,1382,20130,3416,1753724
1.20178,1.31156,6484,4694.0,,7898,1844.0,1458,22378,3368,1706218
1.2498,1.26102,6962,4976.0,,8396,1862.0,1338,23534,3420,1866260
1.41876,1.41974,4887,3886.0,,6341,1563.0,1298,17975,2611,1266076
1.40077,1.473,5332,4048.0,,6279,1667.0,1326,18652,2651,1266257
1.47139,1.58968,5589,4405.0,,6802,1752.0,1400,19948,2623,1254844
1.63634,1.72208,6249,4619.0,,7487,1835.0,1444,21634,2678,1256271
1.79125,1.84114,6869,4733.0,,8291,1825.0,1451,23169,2666,1258405
1.86871,1.92692,7509,4834.0,,8451,1840.0,1451,24085,2672,1249921
1.98121,2.0852,7821,5037.0,,8076,1998.0,1487,24419,2665,1171062
2.23487,2.40063,8607,5017.0,,7197,2112.0,1702,24635,2618,1026187
2.14572,2.24479,8890,6582.0,,8788,2758.0,2078,29096,2666,1296156
2.25134,2.29962,8809,5974.0,,9276,2456.0,1862,28377,2658,1233986
2.6411,2.73181,10156,6821.0,,11376,2779.0,1981,33113,2650,1212127
3.13478,3.24012,11515,8127.0,,12816,3322.0,2480,38260,2596,1180820
3.96538,4.18077,13615,10348.0,,12044,4471.0,3534,44012,2581,1052725
3.45972,3.63095,11686,11413.0,,9572,5204.0,4260,42135,2630,1160440
3.07558,3.13643,9369,10416.0,,10758,4826.0,3446,38815,2656,1237552
3.3258,3.36213,9703,10045.0,,14265,4235.0,2951,41199,2658,1225384
3.79773,3.88115,10765,11194.0,,16965,4457.0,2860,46241,2677,1191426
4.34227,4.52235,11628,13048.0,,22217,5116.0,3255,55264,2668,1222020
4.86953,5.20091,13899,15785.0,,29772,6174.0,4102,69732,2673,1340765
5.03689,5.42034,14246,15945.0,,29255,6333.0,4277,70056,2655,1292464
4.8812,5.27078,13634,15716.0,,26502,6124.0,4485,66461,2655,1260932
4.54791,4.58991,11647,13847.0,,23468,5706.0,4134,58802,2658,1281115
4.3762,4.39714,11168,13079.0,,21760,5368.0,4056,55431,2637,1260615
4.22692,4.12777,10986,12580.0,,20081,5353.0,4177,53177,2646,1288273
3.68251,3.50278,9721,10717.0,,16800,4532.0,3898,45668,2653,1303765
3.08559,3.04819,8644,8656.0,,13642,3811.0,3195,37948,2619,1244935
2.69831,2.67984,7606,7491.0,,11768,3274.0,2802,32941,2620,1229217
2.28676,2.26612,6754,6208.0,,10005,2568.0,2319,27854,2568,1229148
2.01217,1.96484,6325,4934.0,,7904,2108.0,1876,23147,2542,1178058
1.71323,1.72201,5698,4553.0,,6621,2000.0,1738,20610,2516,1196855
1.56678,1.5728,5369,4084.0,,6207,1667.0,1537,18864,2485,1199386
1.49827,1.45718,4789,3574.0,,5906,1480.0,1358,17107,2444,1173980
1.49961,1.50332,4649,3482.0,,5530,1437.0,1361,16459,2336,1094840
1.42123,1.40257,4601,3214.0,,5234,1347.0,1367,15763,2224,1123869
1.39258,1.40358,4442,3094.0,,4660,1279.0,1301,14776,2196,1052737
1.21697,1.23749,3937,2952.0,,4115,1242.0,1205,13451,2258,1086961
1.11266,1.12161,3506,2729.0,,3741,1051.0,1079,12106,2206,1079343
0.991888,1.01276,3056,2425.0,,3288,998.0,928,10695,2159,1056024
0.946401,0.959768,2955,2183.0,,3117,910.0,862,10027,2084,1044732
0.874695,0.878917,2512,1911.0,,2726,797.0,776,8722,2154,992358
0.809169,0.794181,2346,1882.0,,2661,799.0,737,8425,2111,1060841
0.75452,0.766394,2222,1862.0,,2571,757.0,704,8116,2154,1058986
0.732983,0.748613,2138,1805.0,,2466,763.0,615,7787,2140,1040191
0.725811,0.757116,2354,1830.0,,2438,658.0,604,7884,2151,1041320
0.754209,0.770094,2102,2042.0,,2392,766.0,758,8060,2167,1046625
0.729672,0.833506,2634,2047.0,,2831,788.0,694,8994,2200,1079056
0.839875,0.94034,2911,2211.0,,3503,762.0,716,10103,2170,1074399
0.989358,1.08197,3428,2559.0,,4244,896.0,777,11904,2193,1100212
1.1354,1.20216,3810,2927.0,,4548,1033.0,870,13188,2217,1097022
1.23124,1.27291,3912,3297.0,,5502,1173.0,959,14843,2247,1166071
1.24448,1.3881,4469,3577.0,,5678,1251.0,1026,16001,2224,1152730
1.3379,1.49515,4981,3882.0,,6121,1368.0,1101,17453,2211,1167311
1.49002,1.50284,6219,4827.0,,7658,1764.0,1448,21916,2912,1458307
1.59192,1.59764,6550,5148.0,,7638,2015.0,1603,22954,2942,1436748
1.72572,1.73931,7287,5548.0,,8292,2110.0,1649,24886,2966,1430800
1.83419,1.86039,7892,6080.0,,9349,2305.0,1793,27419,2997,1473831
2.04008,2.01412,8658,6143.0,,10068,2279.0,1762,28910,3005,1435369
2.39351,2.36364,10557,7182.0,,12551,2453.0,1843,34586,3022,1463253
2.63251,2.64428,11446,7905.0,,13671,2741.0,1969,37732,2991,1426928
2.89941,2.97387,12716,9138.0,,17058,3101.0,2148,44161,2987,1484969
3.41501,3.45389,14444,9209.0,,14821,3199.0,2371,44044,2993,1275199
3.2579,3.31281,13852,11947.0,,16397,3929.0,2779,48904,2995,1476208
3.94308,3.86928,14728,12822.0,,21877,4114.0,2903,56444,2958,1458774
5.06435,5.02613,18001,16227.0,,29182,4835.0,3349,71594,2926,1424436
7.06161,7.15315,24097,24617.0,,34004,7638.0,5401,95757,2917,1338669
5.90066,6.21936,21594,27655.0,,23392,9209.0,6881,88731,2970,1426691
4.9402,5.06711,15564,23634.0,,22756,8196.0,5464,75614,3002,1492251
5.33135,5.35768,16587,21413.0,,29668,7386.0,4729,79783,2995,1489132
6.07822,6.02274,18574,23658.0,,35275,7973.0,4670,90150,2997,1496826
6.74724,6.87271,20299,28889.0,,44117,9527.0,5475,108307,2995,1575900
6.80157,7.08558,20270,29823.0,,45513,10049.0,5706,111361,3005,1571657
6.11292,6.22068,17393,26428.0,,36909,9231.0,5457,95418,2969,1533883
5.52513,5.61968,15330,23189.0,,28531,8320.0,5189,80559,2984,1433517
5.12333,5.10268,13820,22127.0,,25490,8276.0,5110,74823,2947,1466346
5.26652,5.28928,13888,23906.0,,26396,8891.0,5698,78779,2913,1489410
5.66932,6.28745,14154,29667.0,,27756,11334.0,6696,89607,2847,1425172
6.38029,7.35285,10790,30818.0,,17512,12478.0,6986,78584,2810,1068755
4.91692,6.22687,5129,22408.0,,8322,10825.0,6458,53142,2738,853431
3.78625,4.82995,2359,14964.0,,4852,8696.0,5380,36251,2696,750546
2.80122,3.47366,1496,9995.0,,3426,6043.0,4014,24974,2698,718953
2.12907,2.57391,1068,7427.0,,2667,4184.0,2928,18274,2679,709970
1.73315,2.02032,926,6339.0,,2317,3289.0,2293,15164,2663,750576
1.40939,1.6211,864,5292.0,,2098,2670.0,1897,12821,2635,790883
1.18297,1.35141,730,4585.0,,1889,2241.0,1623,11068,2625,818998
1.11444,1.23805,788,4112.0,,1960,2171.0,1449,10480,2613,846493
1.00534,1.07598,1224,4375.0,,2402,2148.0,1586,11735,2982,1090638
0.88827,0.885843,805,3572.0,,1898,1878.0,1461,9614,2961,1085294
0.814062,0.819928,802,3440.0,,1969,1705.0,1409,9325,2943,1137295
0.836751,0.814575,881,3454.0,,2141,1726.0,1378,9580,2915,1176074
0.928418,0.950758,1006,4710.0,,2679,2001.0,1472,11868,2949,1248267
1.14217,1.20306,1216,6241.0,,3491,2649.0,1902,15499,2907,1288294
1.27401,1.38424,1395,7032.0,,3970,3223.0,2223,17843,2908,1289006
1.34924,1.47268,1545,8013.0,,4095,3765.0,2632,20050,2931,1361462
1.34434,1.43715,1658,7526.0,,4075,3566.0,2436,19261,2905,1340226
1.22153,1.21898,1634,6105.0,,3560,3089.0,2145,16533,2964,1356301
1.15258,1.15067,1609,5709.0,,3497,2595.0,2114,15524,3005,1349125
1.0625,1.05647,1570,4977.0,,3272,2361.0,1938,14118,2967,1336334
0.979884,0.981699,1592,4502.0,,3167,2174.0,1758,13193,2989,1343895
0.968853,0.961487,1804,4305.0,,3283,1894.0,1666,12952,2942,1347080
1.00014,0.970484,1866,4032.0,,3951,1821.0,1489,13159,2979,1355922
0.921454,0.920215,1776,3776.0,,3616,1698.0,1481,12347,2935,1341752
