"Month","Sunspots"
"1981-12",150.1
"1982-01",111.2
"1982-02",163.6
"1982-03",153.8
"1982-04",122.0
"1982-05",82.2
"1982-06",110.4
"1982-07",106.1
"1982-08",107.6
"1982-09",118.8
"1982-10",94.7
"1982-11",98.1
"1982-12",127.0
"1983-01",84.3
"1983-02",51.0
"1983-03",66.5
"1983-04",80.7
"1983-05",99.2
"1983-06",91.1
"1983-07",82.2
"1983-08",71.8
"1983-09",50.3
"1983-10",55.8
"1983-11",33.3
"1983-12",33.4
